公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,来源网站,记录时间,_url,
高港区博晟绳网带厂,泰州 泰州市高港区口岸街道振兴北路2号,86-052386938559,"吊货网 , 安全网 ,  缆绳 , 扁平吊带 ,  合成纤维吊装带(柔性吊带) , 吊索具 , 异型吊具 ,  换(短)卷带 ",戴清,13052987618,,,225300,2013年6月13日,,,,泰州企业网 高港区 高港区口岸,"法人名称：高港区博晟绳网带厂主要经营产品：吊货网 , 安全网 ,  缆绳 , 扁平吊带 ,  合成纤维吊装带(柔性吊带) , 吊索具 , 异型吊具 ,  换(短)卷带 经营范围：许可经营项目：无 一般经营项目：绳网带（不含塑料橡胶制品）、吊索具制造、销售；服装加工、销售。营业执照号码：321203600193844发证机关：泰州市高港工商行政管理局经营状态：在业经营模式：生产加工成立时间：2013年06月13日职员人数：11人注册资本：人民币0万元  (万元)所属分类：安全带、安全绳公司所属城市：泰州企业网 高港区 高港区口岸类型：个体工商户顺企编码：21203713",,https://www.11467.com/taizhoushi/co/58191.htm,
泰州诚宇吊索具有限公司,泰州 泰州市高港区口岸街道田河社区,13961018516,"钢丝绳铸件 , 吊索具 , 绳网带 ,  扁平吊带／吊装带 ,  编织绳／吊装绳 ,  绳／花绳／包芯绳 ,  起重链条吊索具 ,  收紧器／捆绑带／拉紧器 ,  尼龙绳／丙纶绳／涤纶绳 ,  安全网 吊网 防护网 ",周慧萍,13961018516,,,1605603436·@qq.com,在业,,,,100万元 (万元),"法人名称：泰州诚宇吊索具有限公司主要经营产品：钢丝绳铸件 , 吊索具 , 绳网带 ,  扁平吊带／吊装带 ,  编织绳／吊装绳 ,  绳／花绳／包芯绳 ,  起重链条吊索具 ,  收紧器／捆绑带／拉紧器 ,  尼龙绳／丙纶绳／涤纶绳 ,  安全网 吊网 防护网 经营范围：吊索具、绳网带、吊装机械设备、五金工具、液压工具、手动工具、电动工具、风动工具、金属制品制造，销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203093449340N发证机关：泰州市高港工商行政管理局核准日期：2016-04-06经营期限：10年经营状态：在业经营模式：生产加工 [已实地认证]成立时间：2014年04月14日职员人数：11人注册资本：100万元 (万元)所属分类：救生器材公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司顺企编码：21202822",,https://www.11467.com/taizhoushi/co/58183.htm,
北京锐力特起重机械有限公司,北京 北京市丰台区角门北路3号院6号楼201内655室,15101688331,"北京电动葫芦 ,  北京环链电动葫芦 ,  北京钢丝绳电动葫芦 ,  北京起重龙门架 , 移动龙门架 , 磁力吸盘 , 永磁起重器 , 室内吊运机 , 室外吊运机 , 地牛搬运车 , 手动液压叉车 , 微型电动葫芦 , 电动提升机 , 卷扬机 , 爪式千斤顶 , 手摇挎顶 , 电子吊秤 , 起重吊装带 ,  起重搬运小坦克车 , 起重机配件 ",张雷,15101688331,,,663293371@qq.com,开业,,,,10 万元 人民币 (万元),"法人名称：北京锐力特起重机械有限公司主要经营产品：北京电动葫芦 ,  北京环链电动葫芦 ,  北京钢丝绳电动葫芦 ,  北京起重龙门架 , 移动龙门架 , 磁力吸盘 , 永磁起重器 , 室内吊运机 , 室外吊运机 , 地牛搬运车 , 手动液压叉车 , 微型电动葫芦 , 电动提升机 , 卷扬机 , 爪式千斤顶 , 手摇挎顶 , 电子吊秤 , 起重吊装带 ,  起重搬运小坦克车 , 起重机配件 经营范围：销售机械设备、起重设备、建筑材料、金属材料、装饰材料、五金交电、日用品、计算机软件及辅助设备、电器设备、化工产品（不含化学危险品）、电子产品、家用电器、塑料制品；委托加工车床、钢结构；货物进出口；代理进出口；技术进出口。（领取本执照后，应到区县商务委备案。营业执照号码：110106016827383发证机关：丰台分局核准日期：2014-03-06经营期限：10年经营状态：开业经营模式：经销批发 [已实地认证]成立时间：2014年03月06日职员人数：51人注册资本：10 万元 人民币 (万元)所属分类：运输搬运设备公司所属城市：北京企业网 大兴区 大兴区亦庄类型：有限责任公司(自然人独资)顺企编码：21198223",,https://www.11467.com/beijing/co/750465.htm,
杭州多莱劲起重设备有限公司,杭州 杭州市余杭区闲林街道闲林东路34号,18658107849,"电动葫芦 , 手拉葫芦 ,  叉车 , 传感器 , 电子吊秤 , 千斤顶 ,  滑轮 , 超载限制器 , 无线打印吊秤 , 吊装带 , 手拉跑车 , 环链葫芦 ,  吊钩 , 紧线器 , 起重夹钳 , 平衡器 , 搬运小坦克 , 堆高车 ,  卡头 , 电动提升机 ",余爱华,13626712720,,,527764987@qq.com,2013年7月10日,,,,杭州企业网 余杭区 余杭区闲林镇,"法人名称：杭州多莱劲起重设备有限公司主要经营产品：电动葫芦 , 手拉葫芦 ,  叉车 , 传感器 , 电子吊秤 , 千斤顶 ,  滑轮 , 超载限制器 , 无线打印吊秤 , 吊装带 , 手拉跑车 , 环链葫芦 ,  吊钩 , 紧线器 , 起重夹钳 , 平衡器 , 搬运小坦克 , 堆高车 ,  卡头 , 电动提升机 经营范围：批发、零售：起重设备、称重设备、五金机电及零部件和配件；货物进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目在取得许可后方可经营）。营业执照号码：330184000250805发证机关：杭州市余杭区市场监督管理局经营状态：存续经营模式：生产加工成立时间：2013年07月10日职员人数：51人注册资本：人民币300万元 (万元)所属分类：千斤顶公司所属城市：杭州企业网 余杭区 余杭区闲林镇类型：私营有限责任公司(自然人控股或私营性质企业控股)顺企编码：21180016",,https://www.11467.com/hangzhou/co/411147.htm,
南京汇力达吊索具有限公司,南京 南京市浦口区珍珠南路2号明发城市广场003幢2单元1106室,13952062170,"纤维吊装带 , 拉紧器 , 拖车带 , 安全带 ,  各类绳网 , 纤维吊装带 , 拉紧器 , 拖车带 , 安全带 ,  各类绳网 ",薛玮,18752080611,,,823301455@qq.com,经销批发,,,,运输搬运设备公司,"法人名称：南京汇力达吊索具有限公司主要经营产品：纤维吊装带 , 拉紧器 , 拖车带 , 安全带 ,  各类绳网 , 纤维吊装带 , 拉紧器 , 拖车带 , 安全带 ,  各类绳网 经营范围：绳、索、缆、五金、消防器材、社会公共安全设备销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出品的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91320111302494296M发证机关：南京市浦口区市场监督管理局核准日期：2014-11-25经营状态：在业经营模式：经销批发成立时间：2014年05月19日职员人数：51人注册资本：50万元人民币 (万元)所属分类：运输搬运设备公司所属城市：南京企业网 溧水县 溧水县开发区类型：有限责任公司顺企编码：21198194",,https://www.11467.com/nanjing/co/168037.htm,
泰州华润仪器设备有限公司,泰州 泰州市高港区永安洲镇兴洲路85号,13605262909,"吊装带 ,  吊具 , 钢丝绳 ,  理化实验设备及耗材 , 玻璃仪器 ,  夹具 ,  卸扣 , 龙门吊 ,  模具 , 安全网 , 安全带 , 吊装绳 , 起重吸盘 , 钢丝绳索具 ",张鹏,18952650818,,,QQ837440752,在业,,,,100万元人民币 (万元),"法人名称：泰州华润仪器设备有限公司主要经营产品：吊装带 ,  吊具 , 钢丝绳 ,  理化实验设备及耗材 , 玻璃仪器 ,  夹具 ,  卸扣 , 龙门吊 ,  模具 , 安全网 , 安全带 , 吊装绳 , 起重吸盘 , 钢丝绳索具 经营范围：理化实验设备及耗材、玻璃仪器、绳网带、吊具、电力设备、滤纸、化工原料（不含危险化学品）、钢材、管材、板材、金属材料（国家限定或禁止的除外）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：91321203088026431U发证机关：泰州市高港工商行政管理局核准日期：2016-05-10经营期限：10年经营状态：在业经营模式：生产加工成立时间：2014年03月12日职员人数：51人注册资本：100万元人民币 (万元)所属分类：索具公司所属城市：泰州企业网 高港区 高港区永安洲镇类型：有限责任公司(自然人独资)顺企编码：21177131",,https://www.11467.com/taizhoushi/co/58092.htm,
泰州启力吊索具有限公司,泰州 泰州市高港区口岸街道江平东路518号,13092203498,"高强纤维吊装带 , -尼龙吊装绳 , 牵引绳 , 安全网 , 软梯 , 钢板起重钳 , 链条成套索具 , 平衡吊粱 , 冶金夹具 ,  钢丝绳成套索具 , 永磁强力吸盘 , 吊索具配件 ",韩小莉,13815951157,,,225300,在业,,,,100万元 (万元),"法人名称：泰州启力吊索具有限公司主要经营产品：高强纤维吊装带 , -尼龙吊装绳 , 牵引绳 , 安全网 , 软梯 , 钢板起重钳 , 链条成套索具 , 平衡吊粱 , 冶金夹具 ,  钢丝绳成套索具 , 永磁强力吸盘 , 吊索具配件 经营范围：吊索具、绳、网、带制造销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913212033021391128发证机关：泰州市高港工商行政管理局核准日期：2016-04-27经营期限：10年经营状态：在业经营模式：生产加工成立时间：2014年05月19日职员人数：11人注册资本：100万元 (万元)所属分类：索具公司所属城市：泰州企业网 高港区 高港区口岸类型：有限责任公司(自然人独资)顺企编码：21177112",,https://www.11467.com/taizhoushi/co/58090.htm,
江苏三马索具有限公司,泰州 泰州市高港区许庄街道孔桥集镇,0523-86901158,吊装带; 吊索具; 高强链条索具; 柔性吊装带; 扁平吊装带; 酸洗吊装带; 栓紧带; 吊装起重钳; 插编钢丝绳索具; 压制钢丝绳索具; 梁式吊具; 冶金夹具; 船用缆绳; 高空防坠器; 成套吊索具; 液压工具,吴鹏,15896069980,,,sanma@sanmasliing.com,在业,,,,500万元 (万元),法人名称：江苏三马索具有限公司主要经营产品：吊装带; 吊索具; 高强链条索具; 柔性吊装带; 扁平吊装带; 酸洗吊装带; 栓紧带; 吊装起重钳; 插编钢丝绳索具; 压制钢丝绳索具; 梁式吊具; 冶金夹具; 船用缆绳; 高空防坠器; 成套吊索具; 液压工具经营范围：吊索具、绳、网、带、船用安全配件、安全防护用品、船舶救生工具、缆绳、电动工具、手动工具、液压工具、起重机械及配件、金属制品制造，销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913212033019835732发证机关：泰州市高港工商行政管理局核准日期：2016-01-18经营期限：10年经营状态：在业经营模式：生产加工 [已实地认证]成立时间：2014年05月12日职员人数：51人注册资本：500万元 (万元)所属分类：其他工程与建筑机械公司所属城市：泰州企业网 高港区 高港区许庄类型：有限责任公司顺企编码：21159892,,https://www.11467.com/taizhoushi/co/57955.htm,
河北巨凯起重机械制造有限公司,河北省保定市清苑区东闾乡韦各庄村,18732251828,"微型电动葫芦 , 手拉葫芦 , 手扳葫芦 , 多功能电动提升机 , 吊装带 , 离合压盘吊运主机 , 环链葫芦 , 群吊葫芦 , 电磁吸盘 ",刘建会,13722233607,,,529830359@qq.com,存续（在营、开业、在册）,,,,300万人民币 (万元),"法人名称：河北巨凯起重机械制造有限公司主要经营产品：微型电动葫芦 , 手拉葫芦 , 手扳葫芦 , 多功能电动提升机 , 吊装带 , 离合压盘吊运主机 , 环链葫芦 , 群吊葫芦 , 电磁吸盘 经营范围：手拉葫芦、手扳葫芦、永磁吸盘、绞盘、室内吊运机、提升机、千斤顶、起重机械及配件、微型电动葫芦制造、销售；天车、卷扬机、电动葫芦、起重电磁铁、输送带销售；货物进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：911306083081911492发证机关：清苑区工商行政管理局核准日期：2016-04-11经营期限：10年经营状态：存续（在营、开业、在册）经营模式：生产厂家成立时间：2014年06月11日职员人数：51人注册资本：300万人民币 (万元)所属分类：机械设备公司所属城市：保定企业网 清苑县 清苑县清苑镇类型：有限责任公司(自然人独资)顺企编码：20667718",,https://www.11467.com/baoding/co/97344.htm,
山东惠民美奥织带有限公司,滨州 惠民县李庄镇惠青路东侧（黄河大桥北600米）,0543-5838588,"架子工安全带 , 电工安全带 , 欧标安全带 , 国标安全带 , 高空作业带 , 高楼清洗带 ,  软梯 , 自锁器 , 仿日式大扁钩 , 吊装带 , 铁路调车带 , 安全绳 , 编织绳 , 清洁专用设备 , 安全网 , 密目网 , 火车网 ",刘银萍,18754317157,,,1776235777@qq.com,2012年10月29日,,,,滨州企业网 惠民县 惠民县李庄镇,"法人名称：山东惠民美奥织带有限公司主要经营产品：架子工安全带 , 电工安全带 , 欧标安全带 , 国标安全带 , 高空作业带 , 高楼清洗带 ,  软梯 , 自锁器 , 仿日式大扁钩 , 吊装带 , 铁路调车带 , 安全绳 , 编织绳 , 清洁专用设备 , 安全网 , 密目网 , 火车网 经营范围：化纤织带、安全带、绳网的生产、销售(依法须经批准的项目，经相关部门批准后方可开展经营活动)。营业执照号码：371621200014952发证机关：惠民县工商行政管理局核准日期：2016-05-27经营状态：在营成立时间：2012年10月29日职员人数：51人注册资本：50 (万元)所属分类：安全、防护用品加工公司所属城市：滨州企业网 惠民县 惠民县李庄镇类型：有限责任公司(自然人独资)顺企编码：20003349",,https://www.11467.com/binzhou/co/44810.htm,
长沙市雨花区佳伟钢绳经营部,湖南 长沙市雨花区 长沙市雨花机电市场A区15栋110号,73186451930,光面钢丝绳; 镀锌钢丝绳; 不旋转钢丝绳; 吊兰钢丝绳; 不锈钢钢丝绳; 打桩专用钢丝绳; 电梯钢丝绳; 绳卡花兰配件; 吊装带吊装绳; 承接钢丝绳套索,周佳伟,15802519388,,,410000,千斤顶公司,,,,,法人名称：长沙市雨花区佳伟钢绳经营部主要经营产品：光面钢丝绳; 镀锌钢丝绳; 不旋转钢丝绳; 吊兰钢丝绳; 不锈钢钢丝绳; 打桩专用钢丝绳; 电梯钢丝绳; 绳卡花兰配件; 吊装带吊装绳; 承接钢丝绳套索经营范围：钢丝绳零售。（涉及行政许可的凭许可证经营）。营业执照号码：430111600420962经营状态：在业成立时间：2012年01月01日职员人数：5人所属分类：千斤顶公司所属城市：长沙企业网 雨花区 顺企编码：19956465,,https://www.11467.com/changsha/co/154064.htm,
